epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
174,191.758,0.50268,0.37533,0.89227,0.97415,0.97267,0.97648,0.76451,0.92499,0.47796,1.04778,0.00071531,0.00071531,0.00071531
175,192.836,0.67451,0.46977,0.93981,0.97866,0.97256,0.97548,0.76261,0.90647,0.48714,1.04838,0.000709809,0.000709809,0.000709809
176,193.911,0.53635,0.43208,0.90006,0.99365,0.95222,0.97483,0.76168,0.96472,0.53586,1.08102,0.000704307,0.000704307,0.000704307
177,194.982,0.52202,0.4265,0.92031,0.98967,0.95158,0.99381,0.75912,0.96436,0.48422,1.0669,0.000698806,0.000698806,0.000698806
178,196.057,0.49992,0.36322,0.87865,0.93672,1,0.995,0.75438,0.96601,0.44607,1.05182,0.000693305,0.000693305,0.000693305
179,197.133,0.53543,0.38949,0.9014,0.91986,0.99697,0.995,0.76729,0.94204,0.47056,1.02423,0.000687804,0.000687804,0.000687804
180,198.237,0.52809,0.39086,0.88146,0.92306,0.99457,0.995,0.76252,0.91605,0.46788,1.00757,0.000682303,0.000682303,0.000682303
181,199.316,0.81091,0.59089,1.14626,0.93537,0.98717,0.995,0.76188,0.92528,0.46476,1.01177,0.000676802,0.000676802,0.000676802
182,200.402,0.55729,0.44881,0.91498,0.93546,0.99556,0.995,0.76341,0.92149,0.43644,1.02411,0.000671301,0.000671301,0.000671301
183,201.474,0.50423,0.37439,0.87283,0.97625,0.95259,0.99273,0.74523,0.94509,0.44482,1.04473,0.0006658,0.0006658,0.0006658
184,202.548,0.54236,0.40587,0.9167,0.98779,0.95,0.99262,0.76384,0.93083,0.43644,1.02483,0.000660299,0.000660299,0.000660299
185,203.621,0.52808,0.42052,0.91941,0.98604,0.975,0.99273,0.77296,0.93187,0.42442,1.0191,0.000654798,0.000654798,0.000654798
186,204.69,0.50415,0.37838,0.88254,0.98414,0.975,0.99083,0.78309,0.9218,0.42483,1.01334,0.000649297,0.000649297,0.000649297
187,205.767,0.53809,0.38332,0.88221,0.98795,0.95,0.98958,0.78343,0.92361,0.45105,1.01016,0.000643795,0.000643795,0.000643795
188,206.843,0.50261,0.38469,0.88474,0.96861,0.96999,0.99148,0.7613,0.91688,0.43977,1.006,0.000638294,0.000638294,0.000638294
189,207.921,0.54628,0.43873,0.96176,0.94984,0.99715,0.99262,0.77303,0.91037,0.42906,1.00523,0.000632793,0.000632793,0.000632793
190,208.996,0.49923,0.38453,0.87447,0.98257,0.95,0.99045,0.7739,0.91338,0.44905,1.0074,0.000627292,0.000627292,0.000627292
191,210.101,0.53081,0.42429,0.89448,0.96736,0.93118,0.97494,0.76744,0.95929,0.4452,1.04975,0.000621791,0.000621791,0.000621791
192,211.181,0.50889,0.36525,0.87785,0.98822,0.88654,0.97444,0.74912,0.97299,0.48953,1.06545,0.00061629,0.00061629,0.00061629
193,212.257,0.50116,0.36441,0.87818,0.9483,0.95889,0.97268,0.76262,0.97816,0.52464,1.05402,0.000610789,0.000610789,0.000610789
194,213.342,0.51133,0.36311,0.88663,0.99723,0.93654,0.9745,0.76375,0.96447,0.5281,1.04411,0.000605288,0.000605288,0.000605288
195,214.431,0.47864,0.36429,0.86332,0.98524,0.96031,0.98676,0.76909,0.95494,0.48812,1.04914,0.000599787,0.000599787,0.000599787
196,215.527,0.73223,0.52851,0.95494,0.98923,1,0.995,0.76875,0.95761,0.43228,1.05107,0.000594286,0.000594286,0.000594286
197,216.608,0.50481,0.38193,0.86929,0.97989,1,0.995,0.75415,0.97035,0.42645,1.06068,0.000588784,0.000588784,0.000588784
198,217.69,0.49685,0.38834,0.90879,0.96671,0.99571,0.995,0.73818,0.97035,0.44592,1.0599,0.000583283,0.000583283,0.000583283
199,218.764,0.48157,0.35941,0.85206,0.98467,0.975,0.99273,0.75515,0.96039,0.44201,1.04233,0.000577782,0.000577782,0.000577782
200,219.839,0.50156,0.3606,0.90903,0.96726,0.99622,0.995,0.75482,0.95901,0.4368,1.0289,0.000572281,0.000572281,0.000572281
201,220.92,0.5258,0.37571,0.88944,0.97719,0.975,0.9777,0.74224,0.9789,0.49218,1.05413,0.00056678,0.00056678,0.00056678
202,222.045,0.48206,0.35927,0.86529,0.98145,0.975,0.97679,0.74924,0.98287,0.49767,1.07171,0.000561279,0.000561279,0.000561279
203,223.154,0.50164,0.39631,0.90563,0.98485,0.975,0.97559,0.74089,0.97773,0.42535,1.0579,0.000555778,0.000555778,0.000555778
204,224.226,0.54729,0.37035,0.91824,0.98259,0.975,0.9746,0.74117,0.96724,0.42343,1.0323,0.000550277,0.000550277,0.000550277
205,225.333,0.49117,0.35592,0.87513,0.92273,0.975,0.9725,0.75088,0.9875,0.45321,1.03729,0.000544776,0.000544776,0.000544776
206,226.432,0.49423,0.36651,0.86334,0.96309,0.92248,0.96859,0.7389,0.96859,0.46589,1.03551,0.000539275,0.000539275,0.000539275
207,227.516,0.50225,0.39695,0.88375,0.98302,0.92121,0.96773,0.74021,0.95809,0.46085,1.04843,0.000533773,0.000533773,0.000533773
208,228.607,0.48973,0.37626,0.89513,0.96722,0.93892,0.97169,0.75724,0.97649,0.46207,1.07658,0.000528272,0.000528272,0.000528272
209,229.697,0.52279,0.38564,0.88915,0.96991,0.92591,0.97419,0.7593,0.97456,0.47652,1.06442,0.000522771,0.000522771,0.000522771
210,230.778,0.4751,0.34697,0.8703,0.93851,0.96592,0.97864,0.76259,0.9781,0.46167,1.06431,0.00051727,0.00051727,0.00051727
211,231.898,0.48031,0.34477,0.86828,0.96064,0.975,0.9795,0.76528,0.98391,0.42714,1.06987,0.000511769,0.000511769,0.000511769
212,232.978,0.45599,0.34035,0.86504,0.95169,0.975,0.975,0.76212,0.96945,0.40244,1.05245,0.000506268,0.000506268,0.000506268
213,234.059,0.58578,0.40966,0.91546,0.97286,0.95456,0.9738,0.7536,0.98524,0.42409,1.06665,0.000500767,0.000500767,0.000500767
214,235.171,0.48929,0.36496,0.88049,0.98347,0.96154,0.97468,0.7345,0.96526,0.48402,1.05192,0.000495266,0.000495266,0.000495266
215,236.259,0.47878,0.37765,0.88077,0.98715,0.96154,0.96607,0.72535,0.96775,0.53823,1.04571,0.000489765,0.000489765,0.000489765
216,237.347,0.50654,0.33369,0.88626,0.98883,0.96154,0.96642,0.73512,0.96615,0.52629,1.04449,0.000484263,0.000484263,0.000484263
217,238.42,0.47707,0.33986,0.86615,0.99653,0.96933,0.98613,0.75191,0.95371,0.43286,1.03467,0.000478762,0.000478762,0.000478762
218,239.494,0.47761,0.3519,0.87161,0.98293,0.97105,0.98515,0.76479,0.94549,0.41581,1.02322,0.000473261,0.000473261,0.000473261
219,240.57,0.52094,0.44906,0.88271,0.97212,1,0.995,0.76321,0.94083,0.39338,1.01516,0.00046776,0.00046776,0.00046776
220,241.64,0.44974,0.35673,0.84813,0.9677,0.99567,0.995,0.77131,0.95198,0.41866,1.012,0.000462259,0.000462259,0.000462259
221,242.707,0.49191,0.34438,0.87897,0.97132,0.97277,0.99273,0.76786,0.94024,0.49324,1.00899,0.000456758,0.000456758,0.000456758
222,243.784,0.42769,0.31999,0.87888,0.9717,0.97271,0.98562,0.77179,0.93037,0.53094,1.01191,0.000451257,0.000451257,0.000451257
